Adresse;Bezeichnung;Größe
3966412;Maske zur Auswahl der Betriebsarten für Überwachung des Strömungswiderstandes;2x1
3966420;Maske zur Auswahl der Betriebsarten für Überwachung auf zerstörten Partikelfilter;2x1
3966612;Maske zur Auswahl des zu überwachenden CoEOM Mode auf unvollständige Regeneration;1x1
3697284;Maske zur Auswahl der Freigabebedingungen für Maximum-Überwachung DPF-Charakteristik;1x1
3697286;Maske zur Auswahl der Freigabebedingungen für Minimum-Überwachung DPF-Charakteristik bei Hochlast;1x1
3697288;Maske zur Auswahl der Freigabebedingungen für Minimum-Überwachung DPF-Charakteristik bei Niedriglast;1x1
3966428;Parameterauswahl zur Freigabe der Partikelfilter Strömungswiederstandsüberwachung;1x1
3966616;Maximale akkumulierte Regenerationszeit als Schaltbedingung für die Regenerationsmatrizen.;1x1
3965750;Schalter zur Aktivierung der erweiterten DPF Überwachungsfunktionen;1x1
3965751;Schalter zur Partikelfiltersoftwareaktivierung EEPROM Ersatzwert;1x1
3965752;Schalter zur Deaktivierung der Partikelfilter-Funktionalität;1x1
3697290;Schalter zur Auswahl der Signalvorbehandlung für den Abgasmassenstrom;1x1
3697291;Schalter zur Auswahl der Signalvorbehandlung für den Abgasvolumenstrom;1x1
3966744;Umschalter zwischen dem Interpolationsfaktor basierend auf dem Interpolationstimer und basierend auf der Rußbeladung im Partikelfilter;1x1
3966745;Umschalter zwischen dem Interpolationsfaktor basierend auf dem Interpolationstimer und basierend auf der Rußbeladung im Partikelfilter.;1x1
3966430;Schalter zur Aktivierung der Aschenkorrektur für die Partikelfilter-Überwachung;1x1
3966431;Schalter zur Auswahl von der berechneten oder simulierten Partikelmasse;1x1
3966432;Schalter zur Freigabe oder Sperrung der Offsetkorrektur fuer Leerrohrdiagnose;1x1
3965753;Schalter zum Rücksetzen der EEPROM-Werte;1x1
3965753;Schalter zum Rücksetzen der EEPROM-Werte;1x1
3965753;Schalter zum Rücksetzen der EEPROM-Werte;1x1
3965753;Schalter zum Rücksetzen der EEPROM-Werte;1x1
3966433;Parameter zum Vergleich mit der Lenkerinfo aus dem Gateway-Steuergerät;1x1
3966746;Schalter der für den Korrektionsfaktor der Ruß-Masse für den Inneren Regelkreis auswählt.;1x1
3966747;Schalter zur Auswahl des Sollwerts aus dem inneren oder äußeren Regelkreis;1x1
3966434;Schalter zur Auswahl der Bedingung für die Überwachung des DPF durch Überprüfung des berechneten Strömungswiderstands;1x1
3966442;Die umgebungstemperaturabhängige Kurve;2x1
3966462;Zeit für die Ausschaltverzögerung nach Ende der Regeneration der Partikelfilter Charakteristik Überwachung;1x1
3966464;Zeit für die Einschaltverzögerung nach Start der Regeneration der Partikelfilter Charakteristik Überwachung;1x1
3966468;Zeit für Regeneration für Partikelfiltercharakteristik;1x1
3966472;Zeit für keine Regeneration für Partikelfiltercharakteristik;1x1
3966476;Zeit seit Regenerationsbeginn für Partikelfiltercharakteristik;1x1
3962252;Max. Zeitentprellung des Hysteresenausganges für hohen Fahrerwunschmoment :THighLow;1x1
3962254;Min. Zeitentprellung des Hysteresenausganges für hohen Fahrerwunschmoment TLowHigh;1x1
3966480;Filter-Zeitkonstante für ASMod_dmPFltUs PT1-Filter;1x1
3966484;Filter-Zeitkonstante für ASMod_dvolPFltEG PT1-Filter;1x1
3966506;Gaslaufzeit für Abgasvolumentstromsignal für Überwachung;8x1
3966528;Gaslaufzeit für Abgasmassenstromsignal für Überwachung;2x1
3966556;Zeitkonstate des PT1-Filters für verzögerten Abgasvolumenstrom zur Partikelfilter-Überwachung;1x1
3966558;Minimale Zeit für die Erkennung eines stationäres Abgasvolumenstromes;1x1
3966618;Abschaltverzögerung Regeneration aktiv bei unterschreiten der Drehzahlschwelle;1x1
3966560;Zeit für Einschaltverzögerung des Temperaturstatus;1x1
3966620;Abschaltverzögerung Regeneration aktiv bei unterschreiten der Einspritzmengeschwelle;1x1
3966748;Gruppenkennfeld für die Temperatur der Vorsteuerung abhängig vom Luftdruck;16x16
3967278;Sollwertkorrektur des Inner Regelkreises abhängig von der Rußbeladung des Partikelfilters;8x1
3967294;Kennfeld zur Berechnung des Sollwertes der inneren Schleife des Abgastemperaturreglers für leeren Filter;16x16
3967816;Sollwertkorrektur des inneren Regelkreises abhängig von der Temperatur vor Turbolader;4x1
3967824;Temperaturverteilung für den thermischen Schutz der inneren Solltemperatur.;16x16
3416500;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Vector Element (verwendet von ASCET), nicht editieren!;1x1
3416501;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Channel Element(verwendet von ASCET), nicht editieren!;1x1
3968336;Kennfeld zur Berechnung des Sollwertes der inneren Schleife des Abgastemperaturreglers für erste DPF Betriebsart.;16x16
3966564;Zeitintervall, in der das erweiterte Rußmassenmonitoring ausgeführt wird;1x1
3966568;Filter-Zeitkonstante für Exh_pAdapPPFltDiff PT1-Filter;1x1
3966572;Zeitkonstante des PT1-Filters für den korrigierten Differenzdruck für Partikelfilter-Überwachung;1x1
3966576;Maximumzeit für das erweiterte Rußmassenmonitoring;1x1
3966624;Maximale Zeit für den Timer für akkumulative Regenerationszeit;1x1
3968922;Curve für die Korrektur von PFlt_tInrDes;2x1
3968956;Curve für die Korrektur von PFlt_tInrDes;2x1
3968990;Sollwertkorrektur des äußeren Regelkreises abhängig vom Sauerstoffmassenstrom;2x1
3969036;Sollwertkorrektur des äußeren Regelkreises abhängig von der Rußbeladung des Partikelfilters;8x1
3969052;Kennfeld zur Berechnung des Sollwertes der äußeren Schleife des Abgastemperaturreglers für leeren Filter;16x16
3969570;Sollwertkorrektur abhängig von der Temperatur nach Oxidationskatalysator;2x1
3969582;Kennlinie zum thermischen Schutz bei äußerer Solltemperatur.;16x16
3416502;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Vector Element (verwendet von ASCET), nicht editieren!;1x1
3416503;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Channel Element(verwendet von ASCET), nicht editieren!;1x1
3970094;Kennfeld zur Berechnung des Sollwertes der äußeren Schleife des Abgastemperaturreglers für erste DPF Betriebsart.;16x16
3966580;Obere Schwelle für Oberflächentemperatur des Partikel-Filters für Überwachung;1x1
3966584;Untere Schwelle für Oberflächentemperatur des Partikel-Filters für Überwachung;1x1
3966588;Maximale Oberflächentemperatur zur Freigabe der Partikelfilter Charakteristik Überwachung;1x1
3966592;Oberflächentemperatur für Partikelfiltercharakteristik;1x1
3966596;Maximale Aschevolumen für die Überwachung auf maximale Aschemasse;1x1
3966598;Maximumgrenze für Fahrzeuggeschwindigkeitsänderung für erweitertes Rußmassenmonitoring;1x1
3966600;Miniimumgrenze für Fahrzeuggeschwindigkeitsänderung für erweitertes Rußmassenmonitoring;1x1
3966602;Maximalwert der Fahrzeuggeschwindigkeit für erweitertes Rußmassenmonitoring;1x1
3416504;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Vector Element (verwendet von ASCET), nicht editieren!;1x1
3416505;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Channel Element(verwendet von ASCET), nicht editieren!;1x1
3972588;Trägheitsmoment;1x1
3972596;Filterzeitkonstante zur Berechnung des dynamischen Motormoments;2x1
3972620;Entprellzeit nach Motorstart nach der das dynamische Motormoment berechnet wird;1x1
3972692;Motorbasiskennfeld fuer Moment/Menge Umrechnung (PFlt10);16x16
3973422;Motorbasiskennfeld für Moment/Menge Umrechnung;17x18
3974072;Zuweisungstabelle Betriebsart zu Kennfeld;2x1
3972622;Vorgabewert des dynamischen Motormomentes;1x1
3697292;Codierung des Kraftstofftyp ohne Berücksichtigung der Fzg Konfiguration;1x1
3697293;Konfigurationsschalter welcher Fahrzeugverbau vorhanden;1x1
3971164;Schwelle für die Anzahl der Startläufe, getriggert durch KL15 an;1x1
3971165;Schwelle für die Anzahl der Ansteuerungen, getriggert durch Tür-Auf;1x1
3971166;PSP-Kraftstoffvolumenstrom bei Nachlauf;1x1
3971194;PSP-Kraftstoffvolumenstrom bei Nachlauf;12x1
3971218;PSP- Kraftstoffvolumenstrom für die Standheizung;1x1
3971220;PSP- Kraftstoffvolumenstrom bei INIT;1x1
3971238;PSP- Kraftstoffvolumenstrom bei INIT;7x1
3971272;PSP- Kraftstoffvolumenstrom bei RESTART;1x1
3971282;PSP- Kraftstoffvolumenstrom bei RESTART;3x1
3971324;PSP- Kraftstoffvolumenstrom bei STOP;1x1
3971352;PSP- Kraftstoffvolumenstrom bei STOP;12x1
3971376;Drehzahlschwelle für PSP ein;1x1
3971392;Kraftstofftemperaturabhängige Anzahl der Ansteuerungen nach Tür-Auf;6x1
3971434;Kraftstofftemperaturabhängige Anzahl der Ansteuerungen nach Kl15 ein;8x1
3971454;Obere Raildruck- Schwelle zur Deaktivierung der PSP;1x1
3971456;Untere Raildruck- Schwelle zur Aktivierung der PSP;1x1
3971458;Untere Schwelle für die Lüfterhysterese;1x1
3971460;Obere Schwelle für die Lüfterhysterese;1x1
3971462;Auswahlschalter für den PSP-Kraftstoffvolumenstrom bei Nachlauf;1x1
3971463;Auswahlschalter für PSP-Kraftstoffvolumenstrom bei INIT;1x1
3971464;Schalter zur Deaktivierung der Lüfterbedingung;1x1
3971465;Schalter zur Deaktivierung von FId_FlPmpAct für die PSP-Nachlauffunktion;1x1
3971466;Schalter zur Deaktivierung von FId_FlPmpAct für die Tür-Auf Funtkion;1x1
3971467;Schalter zur Aktivierung der PSP Nachlaufes;1x1
3971468;Schalter zur Aktivierung der PSP-Ansteuerung nach Tür-Auf;1x1
3971469;Dieser Schalter erlaubt eine Zeit ab KL15-an, die von der Kraftstofftemperatur abhängt.;1x1
3971470;Deaktivert die Motorhaubenbedingung.;1x1
3971471;Hauptschalter für die Vorförderpumpe;1x1
3971472;Dieser Schalter aktiviert die Berechnung der Spannungsabsenkungsverbotes;1x1
3971473;Hautpschalter der Funktion zur Startverzögerung für den EKP-Vorlauf;1x1
3971474;PSP- Softwareschalter zur frühen Aktivierung der Kraftstoffpumpe;1x1
3971475;Schalter zur Deaktiverung der KL-15 Bedingung;1x1
3971484;Drehzahlabhängige Schwelle für die Kraftstofftemperatur;3x1
3971528;Laufzeit der PSP bei leerem Tank;1x1
3971544;PSP Laufzeit nach Motorstopp;5x1
3971584;Ansteuerdauer der PSP bei aktiver Tank Leer Erkennung;1x1
3971602;Kraftstofftemperaturabhängige Laufzeit der PSP nach Unterschreitung der Drezahlschwelle;6x1
3971640;Schwelle für den Motorbetriebstundenzähler der die erweiterte PSP-Ansteuerung erlaubt.;1x1
3971644;Motorlaufzeitschwelle für die Produktionsfreigabe von FId_PSPCtlFuelT;1x1
3971648;Aktivierungszeit der Vorförderpumpe wegen Standheizung;1x1
3971666;Kraftstofftemperaturabhängige Aktivzeit des PWM Signals zur Ansteuerung nach Tür-Auf;6x1
3971716;Kraftstofftemperaturabhängige Pausenzeit des PWM Signals zur Ansteuerung nach Tür-Auf;6x1
3971768;Kraftstofftemperaturabhängige Aktivzeit des PWM Signals zur Ansteuerung nach Kl15 ein;7x1
3971816;Kraftstofftemperaturabhängige Pausenzeit des PWM Signals zur Ansteuerung nach Kl15 ein;6x1
3971852;Mindesteinschaltzeit für EKP nach Initialisierung;1x1
3971874;Laufzeit der Kraftstoffpumpe bei STOP im ISS;8x1
3971890;Defaultwert für die Dauer der Startverzögerung für den EKP-Vorlauf;1x1
3971892;Haltezeit für den Volumenstrom der EKP beim Motor-Restart im Start-Stopp Fall;1x1
3971912;Dauer der Startverzögerung für den EKP-Vorlauf;8x1
3971928;PSPCtl_tiStrtTrnOffDly_C;1x1
3971932;PSPCtl_tiUIncReqdHigh_C;1x1
3971936;PSPCtl_tiUIncReqdLow_C;1x1
3971940;PSPCtl_tiUIncReqDlyOff_C;1x1
3971944;Entprellzeit für das Spannungsabsenkungsverbot;1x1
3971948;PSPCtl_uPsUIncReqdMin_MAP;8x8
3736440;Steller Test PSP_ATS / Tester Anforderungs Überwachungs Maske für Steller;1x1
3736441;Steller Test PSP_ATS / Normierung für die Umrechnung;1x1
3736442;Steller Test PSP_ATS / Untere Grenze für das Monitoring;1x1
3736444;Steller Test PSP_ATS / Obere Grenze für das Monitoring;1x1
3736448;Steller Test PSP_ATS / Faktor für die Umrechnung;1x1
3736452;Steller Test PSP_ATS / Offset für die Umrechnung;1x1
3736454;Steller Test PSP_ATS / Vorgabewert für standbytest;1x1
3972112;Anzahl Massetaktungen zur Fehlerauswertung der KPE;1x1
3972116;Rampensteigungen für die Tankemperaturberechnung für die Vorförderpumpe / positive Rampensteigung;1x1
3972120;Rampensteigungen für die Tankemperaturberechnung für die Vorförderpumpe / negative Rampensteigung;1x1
3972124;Minimaler Kraftstoffbedarf zur Deaktivierung der Vorförderpumpe;1x1
3972126;Struktur, die Kalibrierungs- und Umsetzungsdatentypen für die Vorförderpumpe enthält / Referenzwert für Periodendauer ( Kleiner Typ zur Begrenzung des dynamischen Bereiches);1x1
3972128;Struktur, die Kalibrierungs- und Umsetzungsdatentypen für die Vorförderpumpe enthält / Referenzwert für Phasebeziehung auf Zeitdauereinheiten;1x1
3972130;Struktur, die Kalibrierungs- und Umsetzungsdatentypen für die Vorförderpumpe enthält / Der Referenzwert für das maximale Tastverhältnis;1x1
3972132;Struktur, die Kalibrierungs- und Umsetzungsdatentypen für die Vorförderpumpe enthält / us pro Pwmout_tiPeriod Einheit (1==us, 1000=ms);1x1
3972134;Struktur, die Kalibrierungs- und Umsetzungsdatentypen für die Vorförderpumpe enthält / Aktive Stufe (0 oder 1);1x1
3972136;Klasse für Parameter Ausgangstastverhältnis für die Forförderpumpe / Minimale Schwelle des Ausgangstesverhältnisses;1x1
3972138;Klasse für Parameter Ausgangstastverhältnis für die Forförderpumpe / Maximale Schwelle des Ausgangstesverhältnisses;1x1
3972140;Klasse für Parameter Ausgangstastverhältnis für die Forförderpumpe / Zeit zwischen Test für SCB-Fehler;1x1
3972142;Klasse für Parameter Ausgangstastverhältnis für die Forförderpumpe / Zeit zwischen Tests für Übertemperaturfehler;1x1
3972144;Klasse für Parameter Ausgangstastverhältnis für die Forförderpumpe / Maximale Anzahl der zulässigen Tests, die an endgültigen Fehler durchgeführt werden können.;1x1
3972146;Klasse für Parameter Ausgangstastverhältnis für die Forförderpumpe / Schalter zur Freigabe der Batteriekorrektur;1x1
3972184;Kennfeld zur Umrechnung des Ansteuersignals der Kraftstoffpumpe in ein Tastverhältnis;8x8
3972348;Obere Begrenzung für des Tastverhältnis zur Ansteuerung der Kraftstoffpumpe;1x1
3972350;Untere Begrenzung für das Tastverhältnis zur Ansteuerung der Kraftstoffpumpe;1x1
3972352;Festwert-Ansteuertastverhältnis zum Ausschalten der PSP;1x1
3972352;Festwert-Ansteuertastverhältnis zum Ausschalten der PSP;1x1
3972354;Festwert-Ansteuertastverhältnis zum Ausschalten der PSP für MOCSOP aktiv;1x1
3972356;Schalter zum Abschalten der Endstufe für die Vorförderpumpe bei MOCSOP-Test;1x1
3972488;Maske zur Deaktivierung des Stellerschutzes für die Vorförderpumpe;1x1
3972358;Schalter zum Abschalten der Endstufendiagnose für die Vorförderpumpe;1x1
3972360;Schalter zum Abschalten der Endstufe für die Vorförderpumpe;1x1
3972490;Dieser Schalter deaktivert die PSPCtl_stAftRunActv Ausnahme;1x1
3972491;Dieser Schalter deaktivert die PSPCtl_stEngTrnOffDly Ausnahme;1x1
3972492;Softwareschalter zur Deaktivierung des PSP- Stellerschutz;1x1
3972362;(PSP_swtStrtDisblErr6_C == TRUE) deaktiviert den DFC_st.DFC_PSPErr_6 für die Zeit PSP_tiTrnOnDlyErr6_C seit Motorstart (wird verglichen mit: CoEng_tiNormal);1x1
3972376;Kennfeld zur Korrektur der Tanktemperatur;2x2
3972464;Low-Zeit der Massetaktung zur Defekterkennung eines KPE-Fehlers;8x1
3972480;Berücksichtigung der Toleranz für die Low-Zeit der Massetaktung;1x1
3972484;(PSP_swtStrtDisblErr6_C == TRUE) deaktiviert den DFC_st.DFC_PSPErr_6 für die Zeit PSP_tiTrnOnDlyErr6_C seit Motorstart (wird verglichen mit: CoEng_tiNormal);1x1
3416506;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Vector Element (verwendet von ASCET), nicht editieren!;1x1
3416507;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Channel Element(verwendet von ASCET), nicht editieren!;1x1
3416508;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Vector Element (verwendet von ASCET), nicht editieren!;1x1
3416509;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Channel Element(verwendet von ASCET), nicht editieren!;1x1
3697762;Untere Motordrehzahlschwelle für die Aktivierung vom Schubabschalten;1x1
3697760;"Entprellzeit für den Übergang """"Kein Schub -> Schub"""" im Schubkoordinator";1x1
3416510;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Vector Element (verwendet von ASCET), nicht editieren!;1x1
3416511;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Channel Element(verwendet von ASCET), nicht editieren!;1x1
3416512;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Vector Element (verwendet von ASCET), nicht editieren!;1x1
3416513;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Channel Element(verwendet von ASCET), nicht editieren!;1x1
3697766;Berücksichtigung der negative Werte von PthSet_trqNGovPosUnLim;1x1
3697774;Kennlinie für Offsetberechnung;2x1
3697764;Momentschwelle für die Schuberkennung;1x1
3416514;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Vector Element (verwendet von ASCET), nicht editieren!;1x1
3416515;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Channel Element(verwendet von ASCET), nicht editieren!;1x1
3972560;Rampensteigungsparameter für Übersetzungsverhältnis des Triebstrangs / positive Rampensteigung;1x1
3972564;Rampensteigungsparameter für Übersetzungsverhältnis des Triebstrangs / negative Rampensteigung;1x1
3972532;"Analogwert für den Zustand """"Wandler ist schlupfend offen";1x1
3972534;Analogwert für den Zustand Kraftschluss ist schlupfend vorhanden (Wandlerkupplung ist im schlupfgeregelten Betrieb und ein Gang ist eingelegt);1x1
3972568;maximal erwartete Triebsstrangübersetzung vom CAN (niederigster Gang);1x1
3972570;minimall erwartete Triebsstrangübersetzung vom CAN (höchster Gang);1x1
3972536;Analogwert für den Zustand falls keine der SingleBit-Messages TRUE ist;1x1
3972538;Analogwert für den Zustand Kraftschluss ist sicher vorhanden (die Wandlerkupplung / die automatisierte oder manuelle Kupplung ist komplett geschlossen und PT_bNoGrip = FALSE).;1x1
3972540;Analogwert für den Zustand Kraftschluss ist sicher ausgeschlossen;1x1
3972572;Faktor zum Anpassen der berechneten Triebsstrangsübersetzung;1x1
4003140;Übersetzungsverhältnis Gang 1;1x1
4003142;Übersetzungsverhältnis Gang 2;1x1
4003144;Übersetzungsverhältnis Gang 3;1x1
4003146;Übersetzungsverhältnis Gang 4;1x1
4003148;Übersetzungsverhältnis Gang 5;1x1
4003150;Übersetzungsverhältnis Gang 6;1x1
4003152;Übersetzungsverhältnis Gang 7;1x1
4003154;Parameter fuer die Getriebeuebersetzung des achten Ganges;1x1
4003156;Parameter fuer die Getriebeuebersetzung des neunten Ganges;1x1
4003158;Übersetzungsverhältnis Gang R;1x1
4003160;Übersetzungsverhältnis Vorgelegegetriebe;1x1
4003162;Maximales Getriebe-Übersetzungsverhältnis;1x1
3972574;Toleranzschwelle der Gangplausibilisierung;1x1
3972576;Defaultwert für Triebstrang-Übersetzung bei stehendem Fahrzeug;1x1
3972578;ermittelt, ob der Wert von CAN gelesen wird oder nicht;1x1
3972542;Mastershiftinformationen des Antriebsstrangs;1x1
3972543;Schalter zur Auswahl der Signalquelle für die Message PT_bNoGrip;1x1
3972579;Schalter zum deaktivieren der Einfrierfunktion der Triebstrangübersetzung;1x1
3972580;Hauptschalter für die Funktion der Triebsstrangplausibilisierung;1x1
3972544;Zeitparameter zur Zurücknahme des Wertes PT_bNoGrip;1x1
3972548;Applikationsparameter für Entprellzeit;1x1
3972582;Fehlerentprellung: Triebsstrangübersetzung nicht plausiebel / Entprellzeit für fallende Flanke;1x1
3972584;Fehlerentprellung: Triebsstrangübersetzung nicht plausiebel / Entprellzeit für steigende Flanke;1x1
3972552;minimale Fahrzeuggeschwindigkeit zur Bestimmung von Kraftschluss;1x1
3972586;minimale Geschwindigkeit;1x1
3697844;KF für die Berechnung des kraftstofftemperaturabhängigen Druckwellenkorrekturfaktors;9x16
3698898;Druckwellenkorrektor / Kennfeld mit Gewichtungsfaktoren bei kleinen beeinflussenden Mengen;13x17
3699598;Druckwellenkorrektor / Kennfeld mit Gewichtungsfaktoren bei großen beeinflussenden Mengen;12x10
3700266;Druckwellenkorrektor / Matrix zur Gewichtung des Einflusses zwischen 2 Einspritzungen;28x1
3700328;Druckwellenkorrektor / Kennlinie zur Gewichtung der Druckwellenkorrektur in Abhängigkeit der Temperatur;2x1
3700332;Druckwellenkorrektor / Maximalzahl der betrachteten beeinflussenden Einspritzungen;1x1
3700333;Druckwellenkorrektor / Typ der frühsten beeinflussenden Einspritzung (je Einspritztyp);7x1
3700340;Druckwellenkorrektor / Kennfeld mit Basiskorrekturmengen bei kleinen beeinflussenden Mengen;6x64
3701512;Druckwellenkorrektor / Kennfeld mit Basiskorrekturmengen bei großen beeinflussenden Mengen;16x64
3703724;Druckwellenkorrektor / obere Hysteresegrenze zur Umschaltung auf den Kennfeldsatz für große beeinflussende Mengen;1x1
3703726;Druckwellenkorrektor / untere Hysteresegrenze zur Umschaltung auf den Kennfeldsatz für kleine beeinflussende Mengen;1x1
3703728;Druckwellenkorrektor / maximale Gesamtkorrekturmenge;1x1
3703730;Druckwellenkorrektor / minimale Gesamtkorrekturmenge;1x1
3703732;Druckwellenkorrektor / Voreinstellung der Hysterese-Schalter zur Auswahl des Korrekturkennfeldsatzes (je Einspritztyp);1x1
3703733;Druckwellenkorrektor / Freigabe der Berechnung (je Einspritztyp);1x1
3703734;Druckwellenkorrektor / Auswahl eines Einspritztyps für die Messpunktanzeige;1x1
3703735;Druckwellenkorrektor / Auswahl der Eingangstemperatur für die Minimalabstandsbestimmung;1x1
3703798;Druckwellenkorrektor / Kennfeld mit Zeitdifferenzen zwischen hydraulischen Nadelschliessende und elektrischem Ansteuerende;16x13
3704344;Druckwellenkorrektor / Kennfeld mit Mindestabständen zwischen 2 Einspritztypen;4x8
3704480;Druckwellenkorrektor / Maximalabstand zu beeinflussenden Einspritzungen;1x1
3704482;Druckwellenkorrektor / Intervall mit gleitender Aktivierung der Druckwellenkorrektur bei kleinen Einspritzabständen;1x1
3698192;Kennlinie für die raildruckabhängige Einspritznormierungsmenge;12x1
3698248;Freigabe der Druckwellenkorrektur;1x1
3698249;Remote-Schalter zum Auswählen der Eingangsgröße zur Bestimmung der Kraftstofftemperatur;1x1
3698286;KF für die Eingangstemperatur der Druckwellenkorrektur;8x8
3698830;Ersatztemperatur bei Sensorausfall;1x1
3698832;Ersatztemperatur bei Sensorausfall;1x1
3974078;Anzahl der im Steuergerät verbauten R2S2 Bausteine;1x1
3974080;Schwelle zum Umschalten auf den maximalen Raildruck-Ersatzwert;1x1
3974212;Zähler für Warteschleifen im Offsettest;1x1
3974204;Größter erlaubter Druckgradient der keinen Fehler auslöst.;1x1
3974214;Schwelle für den aktuellen PCV-Strom für Raildruck-Offset-Test;1x1
3974104;Drehzahldifferenz ab der eine neue Drehzahl zur Bestimmung der Anzahl der Raildruck-Maxwerte verwendet wird;1x1
3974206;Anzahl detektierter Drucksprünge die einen Diagnoseeintrag auslöst.;1x1
3974128;Kurve zur Bestimmung der Anzahl der verwendeten Raildruck-Maxwerte;10x1
3974156;Raildruckabfall, ab welchem auf Großsignalparameter umgeschaltet wird;3x1
3974088;Linearisierungskennlinie für Kraftstoffdrucksensor;2x1
3974100;Klasse für Vorgabewerte Analogeingang Signal Range Check / Schwelle zur Erkennung des SRC-Min-Fehlers.;1x1
3974102;Klasse für Vorgabewerte Analogeingang Signal Range Check / Schwelle zur Erkennung des SRC-Max-Fehlers.;1x1
3974190;Funktionsweise der Raildruck-Spitzenwertermittlung im 10ms Raster;1x1
3974216;Schalter für Freigabe des Offset-Tests für den Raildrucksensor im Start oder Nachlauf;1x1
3974208;Zeit bei der eine Heilung des Drucksprungzählers erfolgt.;1x1
3974220;Minimale Motorabstellzeit bevor ein Test im Start erfolgen kann;1x1
3974224;Verzögerungszeit zur Auswertung des Überwachungsergebnisses beim Offset-Tests für den Raildrucksensor;1x1
3974192;PT1 Filterparameter für steigenden Raildruck;1x1
3974196;PT1 Filterparameter für fallenden Raildruck (Kleinsignalverhalten);1x1
3974200;PT1 Filterparameter für stark fallenden Raildruck (Großsignalverhalten);1x1
3974226;Überwachungszeitraum des Offset-Tests für den Raildrucksensor im Nachlauf;1x1
3974242;Verzögerungszeit für Offset-Überwachung des Raildrucksensors;3x2
3974254;Zeit für Warteschleifen. Wenn abgelaufen -> beende Offsettest;1x1
3974256;Überwachungszeitraum des Offset-Tests für den Raildrucksensor im Start;1x1
3974258;Timeout zur Speicherung des Überwachungsergebnisses beim Offset-Tests für den Raildrucksensor;1x1
3974260;Systemtemperaturschwelle zur Freigabe der Offset-Überwachung des Raildrucksensors im Nachlauf;1x1
3974262;Wassertemperaturdifferenz 'Abkühlung' zur Freigabe der Offset-Überwachung des Raildrucksensors im Start;1x1
3974264;Wassertemperaturdifferenz 'Erwärmung' zur Freigabe der Offset-Überwachung des Raildrucksensors im Start;1x1
3974266;Systemtemperaturschwelle zur Freigabe der Offset-Überwachung des Raildrucksensors im Start;1x1
3974268;Obere Offsetschwelle der Offset-Überwachung des Raildrucksensors im Nachlauf;1x1
3974270;Untere Offsetschwelle der Offset-Überwachung des Raildrucksensors im Nachlauf;1x1
3974272;Obere Offsetschwelle der Offset-Überwachung des Raildrucksensors im Start;1x1
3974274;Untere Offsetschwelle der Offset-Überwachung des Raildrucksensors im Start;1x1
3974276;Index zur Auswahl der Lufttemperatur zur Berechnung des Raildrucksollwertes für Regenerationsbetriebsarten;1x1
3974277;Index zur Auswahl der Lufttemperatur zur Berechnung des Raildrucksollwertes;1x1
3974278;Index zur Auswahl der Motortemperatur für das Rail für Regenerationsbetriebsarten;1x1
3974279;Index zur Auswahl der Motortemperatur für die Bestimmung des Rail-Startmodus;1x1
3974280;Index zur Auswahl der Motortemperatur für das Rail;1x1
3974292;Negative Steigung des CPC-Regelfaktors;1x1
3974296;Positive Steigung des CPC-Regelfaktors;1x1
3985704;Rampensteigungsparameter des Raildrucks / positive Rampensteigung;1x1
3985708;Rampensteigungsparameter des Raildrucks / negative Rampensteigung;1x1
3982992;Rampensteigungsparameter des Druckoffsets des DRV während eines Gangwechsels / positive Rampensteigung;1x1
3982996;Rampensteigungsparameter des Druckoffsets des DRV während eines Gangwechsels / negative Rampensteigung;1x1
3974300;Abbaugradient des PCV Stellwertes beim Abstellen des Systemes im Crashfall;1x1
3974302;Abbaugradient des PCV-Stellwerts beim Abstellen des Systems;1x1
3983330;Kennlinie für maximalen Raildruck-Sollwertabfall pro Sekunde;4x1
3983388;Maximaler Raildruck-Sollwertanstieg pro Sekunde, abhängig von der Motordrehzahl und der Einspritzmenge;8x7
3983592;Parameter der Rampensteilheit für ein EOM-basiertes Umschalten des Raildrucksollwerts bei niedriger Kraftstofftemperatur / positive Rampensteigung;1x1
3983596;Parameter der Rampensteilheit für ein EOM-basiertes Umschalten des Raildrucksollwerts bei niedriger Kraftstofftemperatur / negative Rampensteigung;1x1
3985712;Rampensteigungsparameter des maximalen Raildrucksollwerts während Ganghochschaltung / positive Rampensteigung;1x1
3985716;Rampensteigungsparameter des maximalen Raildrucksollwerts während Ganghochschaltung / negative Rampensteigung;1x1
